OBJECTID,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Geography Vintage,Name of geographic unit,"# Total population, 2021","# Total population, 2021 (MOE)","# Area, square miles, 2021","Population density (people per square mile), 2021",Shape__Area,Shape__Length
2017,Atlanta Regional Commission,Yes,13121011645,2534,Tract,2020,"Census Tract 116.45, Fulton County",3488,529,0.923568,3776.7,25735785.3125,29613.9920770269
2018,Atlanta Regional Commission,Yes,13121010309,2426,Tract,2020,"Census Tract 103.09, Fulton County",4267,1537,18.325247,232.8,510617994.77124,106441.713396076
2019,Atlanta Regional Commission,Yes,13121011442,2498,Tract,2020,"Census Tract 114.42, Fulton County",2164,461,0.592958,3649.5,16522830.3056641,25882.7237421501
2020,Atlanta Regional Commission,Yes,13121010136,2406,Tract,2020,"Census Tract 101.36, Fulton County",3317,672,0.721262,4598.9,20097646.2175293,19048.8214027318
2021,Atlanta Regional Commission,Yes,13121010137,2407,Tract,2020,"Census Tract 101.37, Fulton County",3484,494,0.815029,4274.7,22710427.519043,19732.5190328104
2022,Atlanta Regional Commission,Yes,13121010004,2383,Tract,2020,"Census Tract 100.04, Fulton County",2406,998,0.678583,3545.6,18908330.0722656,22188.9549025549
2023,Atlanta Regional Commission,Yes,13121010005,2384,Tract,2020,"Census Tract 100.05, Fulton County",2884,333,1.712337,1684.2,47713246.2746582,37035.3409384913
2024,Atlanta Regional Commission,Yes,13121010007,2386,Tract,2020,"Census Tract 100.07, Fulton County",1788,469,0.573823,3115.9,15989175.8200684,18280.4999676922
2025,Atlanta Regional Commission,Yes,13121010402,2434,Tract,2020,"Census Tract 104.02, Fulton County",4184,531,62.145699,67.3,1731643006.55542,221626.123811545
2026,Atlanta Regional Commission,Yes,13121011661,2550,Tract,2020,"Census Tract 116.61, Fulton County",2383,501,1.99737,1193.1,55658299.739502,37684.1288605145
2027,Atlanta Regional Commission,Yes,13121001901,2258,Tract,2020,"Census Tract 19.01, Fulton County",3161,817,0.05542,57037.2,1544205.97729492,5880.20077270847
2028,Atlanta Regional Commission,Yes,13121001701,2254,Tract,2020,"Census Tract 17.01, Fulton County",2002,392,0.221316,9045.9,6166707.28393555,10677.7343160154
2029,Atlanta Regional Commission,Yes,13121011301,2470,Tract,2020,"Census Tract 113.01, Fulton County",4921,520,1.954909,2517.3,54470850.6643066,31809.7328766691
2030,Northwest Georgia,Yes,13223120303,3352,Tract,2020,"Census Tract 1203.03, Paulding County",2128,381,5.770859,368.7,160817228.519043,68056.1225896094
2031,Northwest Georgia,Yes,13223120301,3351,Tract,2020,"Census Tract 1203.01, Paulding County",6609,897,8.058297,820.1,224560598.274414,72667.440427816
2032,Northwest Georgia,Yes,13223120605,3368,Tract,2020,"Census Tract 1206.05, Paulding County",5787,1101,11.630321,497.6,324098178.596191,106491.317081269
2033,Northwest Georgia,Yes,13223120503,3360,Tract,2020,"Census Tract 1205.03, Paulding County",4663,514,7.92818,588.2,220929019.165527,80432.0948054545
2034,Northwest Georgia,Yes,13223120203,3346,Tract,2020,"Census Tract 1202.03, Paulding County",5095,659,4.550945,1119.5,126820695.979736,62698.8859633183
2035,Northwest Georgia,Yes,13223120603,3366,Tract,2020,"Census Tract 1206.03, Paulding County",7261,1362,6.065028,1197.2,168985762.307617,72174.7009241716
2036,Northwest Georgia,Yes,13223120604,3367,Tract,2020,"Census Tract 1206.04, Paulding County",5326,771,6.695801,795.4,186585082.745117,66157.0042184642
2037,Heart of Georgia Altamaha,No,13167960100,3068,Tract,2020,"Census Tract 9601, Johnson County",2708,291,142.15643,19,3962251193.87939,399750.758750342
2038,Heart of Georgia Altamaha,No,13167960300,3071,Tract,2020,"Census Tract 9603, Johnson County",1725,253,82.420601,20.9,2296927535.52393,276522.572137233
2039,Northwest Georgia,No,13047030304,1228,Tract,2020,"Census Tract 303.04, Catoosa County",4074,575,20.354382,200.2,567398437.999512,148650.578566138
2040,Northwest Georgia,No,13047030202,1226,Tract,2020,"Census Tract 302.02, Catoosa County",6415,873,14.381747,446.1,400904926.155762,113427.247690796
2041,Northwest Georgia,No,13047030201,1225,Tract,2020,"Census Tract 302.01, Catoosa County",5374,627,5.334004,1007.5,148690838.104248,84219.6338260818
2042,Northwest Georgia,No,13047030303,1227,Tract,2020,"Census Tract 303.03, Catoosa County",3618,742,9.806026,369,273351990.614258,81319.9817649616
2043,Atlanta Regional Commission,Yes,13113140207,2131,Tract,2020,"Census Tract 1402.07, Fayette County",6129,777,3.149068,1946.3,87740969.496582,41415.4894074785
2044,Middle Georgia,No,13225040101,3371,Tract,2020,"Census Tract 401.01, Peach County",1933,535,19.460428,99.3,542118506.668945,110872.268675806
2045,Atlanta Regional Commission,Yes,13089020400,1809,Tract,2020,"Census Tract 204, DeKalb County",2786,365,0.390983,7125.6,10894251.4025879,14094.1410336497
2046,Atlanta Regional Commission,Yes,13089020500,1810,Tract,2020,"Census Tract 205, DeKalb County",3410,548,0.651281,5235.8,18147066.206543,21191.1163712451
2047,Atlanta Regional Commission,Yes,13089020600,1811,Tract,2020,"Census Tract 206, DeKalb County",2079,407,0.427665,4861.3,11916308.84375,13495.7407595246
2048,Atlanta Regional Commission,Yes,13089020801,1813,Tract,2020,"Census Tract 208.01, DeKalb County",2792,505,0.533572,5232.7,14867238.0739746,18867.1839018528
2049,River Valley,No,13259950400,3547,Tract,2020,"Census Tract 9504, Stewart County",3586,397,341.76724,10.5,9521149278.09351,479100.172076713
2050,Atlanta Regional Commission,Yes,13121001002,2241,Tract,2020,"Census Tract 10.02, Fulton County",7673,900,0.681477,11259.4,18988617.0732422,19782.5180321182
2051,Northwest Georgia,No,13083040300,1790,Tract,2020,"Census Tract 403, Dade County",4142,492,40.294357,102.8,1123075433.3623,395642.908264722
2052,Georgia Mountains,No,13291000203,3649,Tract,2020,"Census Tract 2.03, Union County",2192,331,61.082275,35.9,1702380258.25952,214887.674743131
2053,Georgia Mountains,No,13291000201,3648,Tract,2020,"Census Tract 2.01, Union County",2920,460,109.39646,26.7,3048850226.59546,321803.164314056
2054,Georgia Mountains,No,13291000204,3650,Tract,2020,"Census Tract 2.04, Union County",3602,568,26.528214,135.8,739346596.669189,157866.852877669
2055,Georgia Mountains,No,13291000101,3645,Tract,2020,"Census Tract 1.01, Union County",4238,911,31.729084,133.6,884297269.286133,152986.711311245
2056,Coastal Regional Commission,No,13127000403,2575,Tract,2020,"Census Tract 4.03, Glynn County",3289,387,34.057831,96.6,950057593.41394,216309.433588793
2057,Atlanta Regional Commission,Yes,13121000700,2239,Tract,2020,"Census Tract 7, Fulton County",3284,925,0.682464,4812,19016172.9626465,22107.8623514816
2058,Southwest Georgia,No,13201950200,3207,Tract,2020,"Census Tract 9502, Miller County",1822,245,42.704674,42.7,1189352907.52478,166335.673258158
2059,Southwest Georgia,No,13201950300,3208,Tract,2020,"Census Tract 9503, Miller County",2390,261,131.76134,18.1,3669647215.34082,282650.164290836
2060,Southwest Georgia,No,13201950100,3206,Tract,2020,"Census Tract 9501, Miller County",1772,247,109.44709,16.2,3048035089.33936,242130.681516566
2061,Central Savannah River Area,No,13181970100,3128,Tract,2020,"Census Tract 9701, Lincoln County",3318,279,120.70806,27.5,3365341697.42065,319584.724966166
2062,Central Savannah River Area,No,13181970200,3129,Tract,2020,"Census Tract 9702, Lincoln County",4368,279,136.67288,32,3810721627.45117,328906.287941633
2063,River Valley,No,13263960100,3556,Tract,2020,"Census Tract 9601, Talbot County",2052,246,121.23329,16.9,3377357432.70618,329223.706876612
2064,River Valley,No,13263960200,3557,Tract,2020,"Census Tract 9602, Talbot County",2258,248,164.03587,13.8,4569184016.63208,449634.683020777
2065,River Valley,No,13263960300,3558,Tract,2020,"Census Tract 9603, Talbot County",1527,254,109.72804,13.9,3056897436.93176,374376.971670168
2066,Northeast Georgia,No,13105000300,2104,Tract,2020,"Census Tract 3, Elbert County",3495,485,74.831581,46.7,2085886165.2312,235441.212609418
2067,Northeast Georgia,No,13105000400,2105,Tract,2020,"Census Tract 4, Elbert County",4067,351,4.688909,867.4,130706225.675293,61823.8350045285
2068,Northeast Georgia,No,13105000100,2102,Tract,2020,"Census Tract 1, Elbert County",3814,401,54.434128,70.1,1517286870.4585,190451.531195558
2069,Coastal Regional Commission,No,13127000504,2583,Tract,2020,"Census Tract 5.04, Glynn County",4743,854,1.060681,4471.7,29586454.8769531,26688.7874724166
2070,Coastal Regional Commission,No,13127000503,2582,Tract,2020,"Census Tract 5.03, Glynn County",3823,610,2.763156,1383.6,77075067.3602295,49724.107465537
2071,Northwest Georgia,No,13083040200,1789,Tract,2020,"Census Tract 402, Dade County",3896,554,39.527702,98.6,1102096620.45947,231637.220648291
2072,River Valley,No,13259950100,3546,Tract,2020,"Census Tract 9501, Stewart County",1761,397,122.14269,14.4,3402302487.99146,344810.346572097
2073,Atlanta Regional Commission,Yes,13089023802,2006,Tract,2020,"Census Tract 238.02, DeKalb County",3662,547,3.723304,983.5,103743422.363037,71375.4551325802
2074,Atlanta Regional Commission,Yes,13089020100,1806,Tract,2020,"Census Tract 201, DeKalb County",2076,342,0.419805,4945.2,11697400.8405762,17535.5558724403
2075,Atlanta Regional Commission,Yes,13089022302,1911,Tract,2020,"Census Tract 223.02, DeKalb County",3983,345,1.353968,2941.7,37726808.598877,37371.8796219438
2076,Atlanta Regional Commission,Yes,13089022007,1899,Tract,2020,"Census Tract 220.07, DeKalb County",4622,776,0.468659,9862.2,13058623.6240234,14898.1719883445
2077,Atlanta Regional Commission,Yes,13089020200,1807,Tract,2020,"Census Tract 202, DeKalb County",1920,245,0.590231,3253,16446073.8439941,21133.9367166709
2078,Atlanta Regional Commission,Yes,13089020300,1808,Tract,2020,"Census Tract 203, DeKalb County",4488,572,0.740697,6059.2,20638555.6000977,24913.1116528892
2079,Atlanta Regional Commission,Yes,13089023425,1972,Tract,2020,"Census Tract 234.25, DeKalb County",6354,1334,1.990804,3191.7,55469783.1369629,47136.5343266268
2080,Heart of Georgia Altamaha,No,13315960200,3759,Tract,2020,"Census Tract 9602, Wilcox County",1329,228,104.85381,12.7,2920820664.68042,387071.673575874
2081,Heart of Georgia Altamaha,No,13315960400,3761,Tract,2020,"Census Tract 9604, Wilcox County",2106,326,70.918045,29.7,1975492831.1084,239833.072413221
2082,Heart of Georgia Altamaha,No,13315960300,3760,Tract,2020,"Census Tract 9603, Wilcox County",1363,229,87.800575,15.5,2445964165.89893,227089.199056126
2083,Middle Georgia,No,13319960300,3767,Tract,2020,"Census Tract 9603, Wilkinson County",4241,377,83.357773,50.9,2322566521.32837,226941.761593132
2084,Middle Georgia,No,13319960200,3766,Tract,2020,"Census Tract 9602, Wilkinson County",2611,296,143.17625,18.2,3989450359.78711,544936.098759576
2085,Middle Georgia,No,13319960400,3768,Tract,2020,"Census Tract 9604, Wilkinson County",2079,328,225.65832,9.2,6287780349.49023,475039.382135654
2086,Northwest Georgia,No,13055010100,1335,Tract,2020,"Census Tract 101, Chattooga County",2291,316,100.31122,22.8,2796120145.80444,265142.078697446
2087,Northwest Georgia,No,13055010300,1338,Tract,2020,"Census Tract 103, Chattooga County",2625,375,70.455841,37.3,1964149079.21021,244846.635087372
2088,Northwest Georgia,No,13055010600,1343,Tract,2020,"Census Tract 106, Chattooga County",2419,325,68.069435,35.5,1897520617.43066,222371.16539792
2089,Atlanta Regional Commission,Yes,13121006802,2302,Tract,2020,"Census Tract 68.02, Fulton County",1913,544,0.280344,6823.8,7811325.1706543,11702.8424663266
2090,Atlanta Regional Commission,Yes,13121006900,2303,Tract,2020,"Census Tract 69, Fulton County",3284,441,1.216938,2698.6,33908055.4230957,22693.948988868
2091,Atlanta Regional Commission,Yes,13121007001,2304,Tract,2020,"Census Tract 70.01, Fulton County",3466,500,1.743807,1987.6,48588343.9802246,29912.4773970637
2092,Atlanta Regional Commission,Yes,13121007400,2310,Tract,2020,"Census Tract 74, Fulton County",3465,660,0.900112,3849.5,25080114.0959473,22511.1503314741
2093,Coastal Regional Commission,No,13029920301,1136,Tract,2020,"Census Tract 9203.01, Bryan County",1756,311,26.172215,67.1,730226768.681152,139069.266595403
2094,Coastal Regional Commission,No,13029920305,1138,Tract,2020,"Census Tract 9203.05, Bryan County",4974,665,10.172396,489,283847651.818115,118053.06272478
2095,Coastal Regional Commission,No,13029920101,1133,Tract,2020,"Census Tract 9201.01, Bryan County",5297,813,50.25737,105.4,1402095823.31055,178366.510565535
2096,Atlanta Regional Commission,Yes,13089021813,1876,Tract,2020,"Census Tract 218.13, DeKalb County",2016,314,0.205626,9804.2,5729636.60766602,9609.94421420497
2097,Atlanta Regional Commission,Yes,13121007602,2312,Tract,2020,"Census Tract 76.02, Fulton County",2885,931,1.301586,2216.5,36267022.763916,33419.0984537199
2098,Southern Georgia,No,13069010802,1704,Tract,2020,"Census Tract 108.02, Coffee County",4552,678,27.149723,167.7,756443830.15625,194906.036988851
2099,Atlanta Regional Commission,Yes,13089023437,1983,Tract,2020,"Census Tract 234.37, DeKalb County",6500,1062,3.94885,1646,110026206.990234,68612.2873580939
2100,Atlanta Regional Commission,Yes,13089021609,1866,Tract,2020,"Census Tract 216.09, DeKalb County",1793,247,0.674859,2656.9,18804341.1225586,20469.3749794711
2101,Atlanta Regional Commission,Yes,13089021709,1870,Tract,2020,"Census Tract 217.09, DeKalb County",2943,452,0.924618,3182.9,25763727.7902832,25066.4588889817
2102,Atlanta Regional Commission,Yes,13089021222,1829,Tract,2020,"Census Tract 212.22, DeKalb County",4959,1062,1.167992,4245.7,32545434.736084,27007.6180141606
2103,Atlanta Regional Commission,Yes,13089023441,1987,Tract,2020,"Census Tract 234.41, DeKalb County",3163,578,2.248556,1406.7,62651515.4609375,38157.7366873303
2104,Atlanta Regional Commission,Yes,13089021711,1872,Tract,2020,"Census Tract 217.11, DeKalb County",2739,564,1.044002,2623.6,29090387.8937988,26017.2298288033
2105,Atlanta Regional Commission,Yes,13089023216,1941,Tract,2020,"Census Tract 232.16, DeKalb County",4317,1470,1.489847,2897.6,41512184.4855957,26831.399883419
2106,Atlanta Regional Commission,Yes,13089023318,1952,Tract,2020,"Census Tract 233.18, DeKalb County",3658,464,3.092398,1182.9,86164566.2495117,53656.3650957811
2107,Atlanta Regional Commission,Yes,13089023218,1943,Tract,2020,"Census Tract 232.18, DeKalb County",3071,668,0.397432,7727.1,11073847.6894531,14123.1093863137
2108,Atlanta Regional Commission,Yes,13089023430,1976,Tract,2020,"Census Tract 234.30, DeKalb County",4226,672,0.738161,5725,20567488.9797363,22531.6606309578
2109,Atlanta Regional Commission,Yes,13089022501,1918,Tract,2020,"Census Tract 225.01, DeKalb County",4556,823,0.494573,9212,13780631.2578125,17974.271486625
2110,Atlanta Regional Commission,Yes,13089022014,1904,Tract,2020,"Census Tract 220.14, DeKalb County",2507,786,0.270039,9283.8,7524341.32324219,12977.7849755282
2111,Atlanta Regional Commission,Yes,13089023319,1953,Tract,2020,"Census Tract 233.19, DeKalb County",3216,467,1.386911,2318.8,38643760.154541,27598.9616826553
2112,Atlanta Regional Commission,Yes,13089020902,1816,Tract,2020,"Census Tract 209.02, DeKalb County",3053,633,0.708984,4306.2,19754773.5402832,23338.0076530459
2113,Atlanta Regional Commission,Yes,13089023702,2004,Tract,2020,"Census Tract 237.02, DeKalb County",3334,458,0.834548,3995,23253369.5332031,23465.1155911613
2114,Atlanta Regional Commission,Yes,13089022601,1920,Tract,2020,"Census Tract 226.01, DeKalb County",4212,590,0.826606,5095.5,23032302.5393066,30179.5714952121
2115,Atlanta Regional Commission,Yes,13089023429,1975,Tract,2020,"Census Tract 234.29, DeKalb County",4484,1350,1.69675,2642.7,47276799.7543945,34264.5197857932
2116,Atlanta Regional Commission,Yes,13089023446,1992,Tract,2020,"Census Tract 234.46, DeKalb County",1783,522,1.100021,1620.9,30650140.0266113,27278.1451220269
2117,Atlanta Regional Commission,Yes,13089023443,1989,Tract,2020,"Census Tract 234.43, DeKalb County",6316,1435,3.049796,2071,84975956.2148438,47712.1467900356
2118,Atlanta Regional Commission,Yes,13089021420,1855,Tract,2020,"Census Tract 214.20, DeKalb County",1383,325,0.128407,10770.4,3577957.58959961,8229.6166406893
2119,Atlanta Regional Commission,Yes,13089021707,1868,Tract,2020,"Census Tract 217.07, DeKalb County",2700,422,1.038285,2600.4,28930764.3676758,26807.4980715027
2120,Atlanta Regional Commission,Yes,13089022304,1913,Tract,2020,"Census Tract 223.04, DeKalb County",2878,345,0.725462,3967.1,20214157.1826172,25349.3237927423
2121,Atlanta Regional Commission,Yes,13089022303,1912,Tract,2020,"Census Tract 223.03, DeKalb County",3534,773,0.942966,3747.7,26274620.5168457,24809.8930659867
2122,Atlanta Regional Commission,Yes,13089023439,1985,Tract,2020,"Census Tract 234.39, DeKalb County",2792,474,1.087378,2567.6,30297742.7871094,25764.4931393155
2123,Atlanta Regional Commission,Yes,13089021818,1880,Tract,2020,"Census Tract 218.18, DeKalb County",4974,856,1.629706,3052.1,45410111.7724609,27039.2735510746
2124,Atlanta Regional Commission,Yes,13089023220,1945,Tract,2020,"Census Tract 232.20, DeKalb County",3282,774,1.495269,2194.9,41663538.2763672,31739.8580682476
2125,Atlanta Regional Commission,Yes,13089023431,1977,Tract,2020,"Census Tract 234.31, DeKalb County",1605,529,0.589566,2722.3,16427153.1337891,18167.7359228039
2126,Atlanta Regional Commission,Yes,13089023222,1947,Tract,2020,"Census Tract 232.22, DeKalb County",4403,957,0.909749,4839.8,25348872.9221191,27603.5719415688
2127,Atlanta Regional Commission,Yes,13089022404,1916,Tract,2020,"Census Tract 224.04, DeKalb County",3516,518,0.667187,5269.9,18590406.7119141,23442.6535644776
2128,Atlanta Regional Commission,Yes,13089021817,1879,Tract,2020,"Census Tract 218.17, DeKalb County",2635,770,0.811648,3246.5,22615713.1337891,26445.7106347348
2129,Atlanta Regional Commission,Yes,13089022502,1919,Tract,2020,"Census Tract 225.02, DeKalb County",2788,370,0.606001,4600.7,16885446.723877,18970.8197698701
2130,Atlanta Regional Commission,Yes,13089022602,1921,Tract,2020,"Census Tract 226.02, DeKalb County",2202,359,0.378717,5814.4,10552461.0327148,14610.0936471967
2131,Southwest Georgia,No,13131950600,2615,Tract,2020,"Census Tract 9506, Grady County",2178,333,139.27567,15.6,3878233202.64233,374606.164426515
2132,Southwest Georgia,No,13131950300,2610,Tract,2020,"Census Tract 9503, Grady County",4399,680,26.878134,163.7,748469293.017822,140634.030484626
2133,Southwest Georgia,No,13131950200,2609,Tract,2020,"Census Tract 9502, Grady County",2639,376,84.888702,31.1,2364422933.87994,218443.27196496
2134,Southwest Georgia,No,13131950100,2608,Tract,2020,"Census Tract 9501, Grady County",2374,409,101.06072,23.5,2814261020.10199,243818.25925042
2135,Southern Georgia,No,13017960300,1060,Tract,2020,"Census Tract 9603, Ben Hill County",3501,493,11.356992,308.3,316350016.175415,84308.9185300442
2136,Northeast Georgia,Yes,13297110602,3693,Tract,2020,"Census Tract 1106.02, Walton County",5976,647,35.022976,170.6,975883444.504883,143940.972142869
2137,Northeast Georgia,Yes,13297110505,3687,Tract,2020,"Census Tract 1105.05, Walton County",4363,498,9.003434,484.6,250878570.45874,74562.212845096
2138,Northeast Georgia,Yes,13297110508,3689,Tract,2020,"Census Tract 1105.08, Walton County",5160,499,8.614206,599,240029939.960693,73948.8912258338
2139,Northeast Georgia,Yes,13297110603,3694,Tract,2020,"Census Tract 1106.03, Walton County",5814,755,11.70729,496.6,326210976.865723,82471.0575109121
2140,Northeast Georgia,Yes,13297110506,3688,Tract,2020,"Census Tract 1105.06, Walton County",6018,559,13.286096,453,370203572.39624,89998.1787592504
2141,Northeast Georgia,Yes,13297110601,3692,Tract,2020,"Census Tract 1106.01, Walton County",5333,809,14.239907,374.5,396786093.386475,91064.8836354652
2142,Northwest Georgia,No,13143010301,2910,Tract,2020,"Census Tract 103.01, Haralson County",4047,576,27.869808,145.2,776713147.4729,133348.672564067
2143,Coastal Regional Commission,No,13031110602,1153,Tract,2020,"Census Tract 1106.02, Bulloch County",4412,584,54.431023,81.1,1518314158.84326,266388.655268804
2144,Southwest Georgia,No,13095010401,2034,Tract,2020,"Census Tract 104.01, Dougherty County",7246,871,7.272254,996.4,202537922.435303,72581.2367152121
2145,Three Rivers,No,13199970501,3199,Tract,2020,"Census Tract 9705.01, Meriwether County",2456,326,52.781761,46.5,1470471062.17603,197406.806820334
2146,Three Rivers,No,13199970502,3200,Tract,2020,"Census Tract 9705.02, Meriwether County",2523,294,5.515337,457.5,153653539.357666,79526.6459948644
2147,Three Rivers,No,13199970802,3205,Tract,2020,"Census Tract 9708.02, Meriwether County",1930,322,67.686172,28.5,1885826666.64844,202331.653905332
2148,Three Rivers,No,13199970702,3203,Tract,2020,"Census Tract 9707.02, Meriwether County",4491,557,131.45254,34.2,3662405727.31641,328066.844958979
2149,Three Rivers,No,13199970801,3204,Tract,2020,"Census Tract 9708.01, Meriwether County",2831,364,89.66655,31.6,2498152729.13867,267181.323618082
2150,Three Rivers,No,13199970701,3202,Tract,2020,"Census Tract 9707.01, Meriwether County",2928,433,68.973686,42.5,1921766863.80957,192732.389655499
2151,Southern Georgia,No,13185011000,3153,Tract,2020,"Census Tract 110, Lowndes County",2839,708,0.997188,2847,27773017.5097046,27608.863152617
2152,Heart of Georgia Altamaha,No,13161960300,3061,Tract,2020,"Census Tract 9603, Jeff Davis County",1396,334,146.05612,9.6,4069771110.35535,341094.660962852
2153,Southwest Georgia,No,13205090401,3212,Tract,2020,"Census Tract 904.01, Mitchell County",3030,569,34.974068,86.6,973982419.549377,142403.576410704
2154,Southwest Georgia,No,13205090402,3213,Tract,2020,"Census Tract 904.02, Mitchell County",3570,555,60.826008,58.7,1693918875.84821,287028.347056255
2155,Southwest Georgia,No,13205090502,3215,Tract,2020,"Census Tract 905.02, Mitchell County",2445,578,141.38672,17.3,3937375928.89819,350349.574841881
2156,Southwest Georgia,No,13205090501,3214,Tract,2020,"Census Tract 905.01, Mitchell County",2893,394,14.005256,206.6,390011692.431213,134704.647145436
2157,Southwest Georgia,No,13095000200,2021,Tract,2020,"Census Tract 2, Dougherty County",2228,424,1.912591,1164.9,53267124.3619385,38620.2600828936
2158,Northwest Georgia,No,13213010401,3235,Tract,2020,"Census Tract 104.01, Murray County",3204,509,3.601059,889.7,100367678.170654,68239.7349517663
2159,Northwest Georgia,No,13213010402,3236,Tract,2020,"Census Tract 104.02, Murray County",3119,610,7.054251,442.1,196616094.846191,87599.7941936684
2160,Southwest Georgia,No,13087970100,1798,Tract,2020,"Census Tract 9701, Decatur County",3223,460,160.14255,20.1,4459039474.5332,403013.507551535
2161,Southwest Georgia,No,13087970200,1799,Tract,2020,"Census Tract 9702, Decatur County",2607,485,185.03967,14.1,5153203870.71808,464548.776880609
2162,Southwest Georgia,No,13087970700,1804,Tract,2020,"Census Tract 9707, Decatur County",1773,296,115.4006,15.4,3213623653.64334,340357.117518878
2163,Southwest Georgia,No,13087970800,1805,Tract,2020,"Census Tract 9708, Decatur County",2408,378,90.65052,26.6,2524303872.97687,248331.702183211
2164,Southwest Georgia,No,13087970600,1803,Tract,2020,"Census Tract 9706, Decatur County",6505,785,15.106407,430.6,420664777.325989,96618.1033114144
2165,Southwest Georgia,No,13087970400,1802,Tract,2020,"Census Tract 9704, Decatur County",5223,689,12.410312,420.9,345596988.26532,92836.420085339
2166,Northeast Georgia,No,13221960100,3332,Tract,2020,"Census Tract 9601, Oglethorpe County",1696,304,122.01275,13.9,3400900484.93628,318165.174018813
2167,Southwest Georgia,No,13095000400,2022,Tract,2020,"Census Tract 4, Dougherty County",5897,694,2.862152,2060.3,79713224.8737793,42437.9828622255
2168,Southwest Georgia,No,13095000600,2025,Tract,2020,"Census Tract 6, Dougherty County",3390,586,1.341509,2527,37361963.6564941,27109.2006628679
2169,Southwest Georgia,No,13095000700,2026,Tract,2020,"Census Tract 7, Dougherty County",1604,329,0.771043,2080.3,21474067.8748779,22410.5115519006
2170,Southwest Georgia,No,13071970500,1711,Tract,2020,"Census Tract 9705, Colquitt County",3725,669,86.27195,43.2,2402683517.04523,281177.004698762
2171,Southwest Georgia,No,13071970200,1707,Tract,2020,"Census Tract 9702, Colquitt County",2778,423,69.348808,40.1,1931314961.14093,204620.915648481
2172,Atlanta Regional Commission,Yes,13089021819,1881,Tract,2020,"Census Tract 218.19, DeKalb County",3094,483,1.932949,1600.7,53859861.4770508,30966.7612244116
2173,Atlanta Regional Commission,Yes,13089023325,1959,Tract,2020,"Census Tract 233.25, DeKalb County",4935,771,1.632401,3023.2,45484683.6020508,39158.890002295
2174,Atlanta Regional Commission,Yes,13089021816,1878,Tract,2020,"Census Tract 218.16, DeKalb County",2370,720,0.588993,4023.8,16411873.1162109,27812.2503962473
2175,Atlanta Regional Commission,Yes,13089023328,1962,Tract,2020,"Census Tract 233.28, DeKalb County",4692,699,0.985973,4758.8,27472446.9460449,24129.9119599046
2176,Atlanta Regional Commission,Yes,13089021103,1818,Tract,2020,"Census Tract 211.03, DeKalb County",4781,765,0.937401,5100.3,26120075.46875,24904.2116613934
2177,Atlanta Regional Commission,Yes,13089023432,1978,Tract,2020,"Census Tract 234.32, DeKalb County",3539,907,3.878798,912.4,108074542.618896,54432.1320701358
2178,Atlanta Regional Commission,Yes,13089023436,1982,Tract,2020,"Census Tract 234.36, DeKalb County",3356,537,1.219043,2753,33966101.1853027,31317.3104985563
2179,Atlanta Regional Commission,Yes,13089023219,1944,Tract,2020,"Census Tract 232.19, DeKalb County",4287,1058,1.116103,3841,31098676.1914063,25731.6888836319
2180,Atlanta Regional Commission,Yes,13089023447,1993,Tract,2020,"Census Tract 234.47, DeKalb County",2946,733,1.147154,2568.1,31963244.0546875,24683.6829726992
2181,Atlanta Regional Commission,Yes,13089023435,1981,Tract,2020,"Census Tract 234.35, DeKalb County",3170,2100,1.49684,2117.8,41706549.4621582,26211.3719858429
2182,Atlanta Regional Commission,Yes,13089023221,1946,Tract,2020,"Census Tract 232.21, DeKalb County",2944,1147,0.913542,3222.6,25454564.6809082,29788.9072475243
2183,Atlanta Regional Commission,Yes,13089021607,1864,Tract,2020,"Census Tract 216.07, DeKalb County",1536,232,0.46757,3285.1,13028410.6328125,18019.3407232102
2184,Atlanta Regional Commission,Yes,13089023217,1942,Tract,2020,"Census Tract 232.17, DeKalb County",4217,1273,1.171408,3599.9,32639471.0449219,23884.2176956907
2185,Atlanta Regional Commission,Yes,13089021823,1885,Tract,2020,"Census Tract 218.23, DeKalb County",4141,662,3.511588,1179.2,97847039.7111816,54477.9702302227
2186,Atlanta Regional Commission,Yes,13089023331,1965,Tract,2020,"Census Tract 233.31, DeKalb County",3234,305,1.184795,2729.6,33012397.3632813,27171.9263272825
2187,Atlanta Regional Commission,Yes,13089022016,1906,Tract,2020,"Census Tract 220.16, DeKalb County",3795,675,0.807235,4701.2,22492641.9152832,20398.2730433537
2188,Atlanta Regional Commission,Yes,13089021914,1893,Tract,2020,"Census Tract 219.14, DeKalb County",3461,637,2.111379,1639.2,58830929.6738281,49282.421903259
2189,Atlanta Regional Commission,Yes,13089023320,1954,Tract,2020,"Census Tract 233.20, DeKalb County",3585,718,1.187858,3018,33097485.5356445,43935.7729151366
2190,Atlanta Regional Commission,Yes,13089023317,1951,Tract,2020,"Census Tract 233.17, DeKalb County",3346,584,4.548941,735.6,126748359.626709,57747.4764300902
2191,Atlanta Regional Commission,Yes,13089021219,1826,Tract,2020,"Census Tract 212.19, DeKalb County",4665,561,1.822968,2559,50796155.3215332,33034.741469375
2192,Atlanta Regional Commission,Yes,13089023440,1986,Tract,2020,"Census Tract 234.40, DeKalb County",3715,1275,3.894931,953.8,108524816.615723,67340.8080996586
